,GEOID,NAME,variable,total_land,rural_land,urban_land,percent_rural,percent_urban,ruralscore,urbanscore
708,18001,"Adams County, Indiana",total_land,13014,5682,7332,0.4366067312,0.5633932688,43.7,56.3
709,18003,"Allen County, Indiana",total_land,152184,15531,136653,0.1020540924,0.8979459076,10.2,89.8
710,18007,"Benton County, Indiana",total_land,3937,3937,0,1,0,100,0
711,18009,"Blackford County, Indiana",total_land,6051,2919,3132,0.4823996034,0.5176003966,48.2,51.8
712,18011,"Boone County, Indiana",total_land,22754,7652,15102,0.33629252,0.66370748,33.6,66.4
713,18013,"Brown County, Indiana",total_land,8285,8285,0,1,0,100,0
714,18039,"Elkhart County, Indiana",total_land,77767,13846,63921,0.1780446719,0.8219553281,17.8,82.2
715,18017,"Cass County, Indiana",total_land,16474,7425,9049,0.45071021,0.54928979,45.1,54.9
716,18019,"Clark County, Indiana",total_land,47776,9301,38475,0.1946793369,0.8053206631,19.5,80.5
717,18021,"Clay County, Indiana",total_land,11703,7048,4655,0.6022387422,0.3977612578,60.2,39.8
718,18023,"Clinton County, Indiana",total_land,13321,6655,6666,0.4995871181,0.5004128819,50,50
719,18025,"Crawford County, Indiana",total_land,5520,5520,0,1,0,100,0
720,18027,"Daviess County, Indiana",total_land,12471,6914,5557,0.5544062224,0.4455937776,55.4,44.6
721,18029,"Dearborn County, Indiana",total_land,20171,10495,9676,0.5203014228,0.4796985772,52,48
722,18031,"Decatur County, Indiana",total_land,11209,5858,5351,0.5226157552,0.4773842448,52.3,47.7
723,18033,"DeKalb County, Indiana",total_land,17558,7123,10435,0.4056840187,0.5943159813,40.6,59.4
724,18035,"Delaware County, Indiana",total_land,52357,11613,40744,0.2218041523,0.7781958477,22.2,77.8
725,18037,"Dubois County, Indiana",total_land,17384,8439,8945,0.4854463875,0.5145536125,48.5,51.5
726,18049,"Fulton County, Indiana",total_land,9708,6124,3584,0.6308199423,0.3691800577,63.1,36.9
727,18041,"Fayette County, Indiana",total_land,10898,3708,7190,0.3402459167,0.6597540833,34,66
728,18043,"Floyd County, Indiana",total_land,31968,5973,25995,0.1868430931,0.8131569069,18.7,81.3
729,18045,"Fountain County, Indiana",total_land,7865,5164,2701,0.6565797839,0.3434202161,65.7,34.3
730,18051,"Gibson County, Indiana",total_land,14645,7524,7121,0.5137589621,0.4862410379,51.4,48.6
731,18047,"Franklin County, Indiana",total_land,9538,8525,1013,0.8937932481,0.1062067519,89.4,10.6
732,29167,"Polk County, Missouri",total_land,13304,9120,4184,0.6855081179,0.3144918821,68.6,31.4
733,29185,"St. Clair County, Missouri",total_land,5640,5640,0,1,0,100,0
734,18053,"Grant County, Indiana",total_land,30443,8648,21795,0.284071872,0.715928128,28.4,71.6
735,18055,"Greene County, Indiana",total_land,15211,11048,4163,0.7263164815,0.2736835185,72.6,27.4
736,18057,"Hamilton County, Indiana",total_land,106772,6218,100554,0.05823624171,0.9417637583,5.8,94.2
737,29169,"Pulaski County, Missouri",total_land,17904,9813,8091,0.5480898123,0.4519101877,54.8,45.2
738,29171,"Putnam County, Missouri",total_land,2982,2982,0,1,0,100,0
739,29173,"Ralls County, Missouri",total_land,5183,5011,172,0.9668145861,0.03318541385,96.7,3.3
740,29177,"Ray County, Missouri",total_land,9984,7233,2751,0.7244591346,0.2755408654,72.4,27.6
741,29175,"Randolph County, Missouri",total_land,10714,5026,5688,0.4691058428,0.5308941572,46.9,53.1
742,29179,"Reynolds County, Missouri",total_land,4033,4033,0,1,0,100,0
743,37079,"Greene County, North Carolina",total_land,8213,8213,0,1,0,100,0
744,37069,"Franklin County, North Carolina",total_land,26577,23023,3554,0.8662753509,0.1337246491,86.6,13.4
745,37071,"Gaston County, North Carolina",total_land,88686,17200,71486,0.1939426742,0.8060573258,19.4,80.6
746,37073,"Gates County, North Carolina",total_land,5208,5208,0,1,0,100,0
747,37075,"Graham County, North Carolina",total_land,5930,5930,0,1,0,100,0
748,37077,"Granville County, North Carolina",total_land,22827,13926,8901,0.6100670259,0.3899329741,61,39
749,37091,"Hertford County, North Carolina",total_land,10635,7309,3326,0.6872590503,0.3127409497,68.7,31.3
750,37087,"Haywood County, North Carolina",total_land,34954,21010,13944,0.6010756995,0.3989243005,60.1,39.9
751,37089,"Henderson County, North Carolina",total_land,54710,18655,36055,0.3409797112,0.6590202888,34.1,65.9
752,37081,"Guilford County, North Carolina",total_land,218017,26323,191694,0.1207382911,0.8792617089,12.1,87.9
753,37083,"Halifax County, North Carolina",total_land,25781,14617,11164,0.5669679221,0.4330320779,56.7,43.3
754,37085,"Harnett County, North Carolina",total_land,46731,26827,19904,0.5740728852,0.4259271148,57.4,42.6
755,37107,"Lenoir County, North Carolina",total_land,27437,11586,15851,0.422276488,0.577723512,42.2,57.8
756,37093,"Hoke County, North Carolina",total_land,18211,7894,10317,0.4334742738,0.5665257262,43.3,56.7
757,37095,"Hyde County, North Carolina",total_land,3347,3347,0,1,0,100,0
758,37097,"Iredell County, North Carolina",total_land,69013,26135,42878,0.3786967673,0.6213032327,37.9,62.1
759,37099,"Jackson County, North Carolina",total_land,25948,21709,4239,0.8366348081,0.1633651919,83.7,16.3
760,37101,"Johnston County, North Carolina",total_land,67682,35660,32022,0.5268756833,0.4731243167,52.7,47.3
761,37103,"Jones County, North Carolina",total_land,4838,4838,0,1,0,100,0
762,37105,"Lee County, North Carolina",total_land,24136,10289,13847,0.4262926748,0.5737073252,42.6,57.4
763,37129,"New Hanover County, North Carolina",total_land,101436,2516,98920,0.02480381719,0.9751961828,2.5,97.5
764,37109,"Lincoln County, North Carolina",total_land,33641,17929,15712,0.5329508635,0.4670491365,53.3,46.7
765,37113,"Macon County, North Carolina",total_land,25245,21536,3709,0.8530798178,0.1469201822,85.3,14.7
766,37115,"Madison County, North Carolina",total_land,10608,10012,596,0.9438159879,0.05618401207,94.4,5.6
767,37117,"Martin County, North Carolina",total_land,11704,9060,2644,0.7740943267,0.2259056733,77.4,22.6
768,37119,"Mecklenburg County, North Carolina",total_land,398510,4203,394307,0.01054678678,0.9894532132,1.1,98.9
769,37123,"Montgomery County, North Carolina",total_land,15914,13523,2391,0.8497549328,0.1502450672,85,15
770,37121,"Mitchell County, North Carolina",total_land,8713,7426,1287,0.8522896821,0.1477103179,85.2,14.8
771,37125,"Moore County, North Carolina",total_land,43940,21114,22826,0.4805188894,0.5194811106,48.1,51.9
772,37127,"Nash County, North Carolina",total_land,42286,19576,22710,0.462942818,0.537057182,46.3,53.7
773,48023,"Baylor County, Texas",total_land,2665,2665,0,1,0,100,0
774,37111,"McDowell County, North Carolina",total_land,20808,14839,5969,0.7131391772,0.2868608228,71.3,28.7
775,37131,"Northampton County, North Carolina",total_land,11674,10567,1107,0.9051738907,0.0948261093,90.5,9.5
776,37133,"Onslow County, North Carolina",total_land,68226,22169,46057,0.3249347756,0.6750652244,32.5,67.5
777,37135,"Orange County, North Carolina",total_land,55597,16578,39019,0.2981815566,0.7018184434,29.8,70.2
778,48001,"Anderson County, Texas",total_land,20116,11990,8126,0.5960429509,0.4039570491,59.6,40.4
779,48007,"Aransas County, Texas",total_land,15355,4486,10869,0.2921523934,0.7078476066,29.2,70.8
780,48003,"Andrews County, Texas",total_land,5814,973,4841,0.1673546612,0.8326453388,16.7,83.3
781,48005,"Angelina County, Texas",total_land,35589,16285,19304,0.4575852089,0.5424147911,45.8,54.2
782,48009,"Archer County, Texas",total_land,4107,3708,399,0.9028487947,0.09715120526,90.3,9.7
783,48011,"Armstrong County, Texas",total_land,904,904,0,1,0,100,0
784,48015,"Austin County, Texas",total_land,12926,8887,4039,0.6875290113,0.3124709887,68.8,31.2
785,48017,"Bailey County, Texas",total_land,2784,910,1874,0.3268678161,0.6731321839,32.7,67.3
786,48019,"Bandera County, Texas",total_land,11561,11561,0,1,0,100,0
787,48021,"Bastrop County, Texas",total_land,29316,19429,9887,0.6627438941,0.3372561059,66.3,33.7
788,48013,"Atascosa County, Texas",total_land,17631,10752,6879,0.6098349498,0.3901650502,61,39
789,47179,"Washington County, Tennessee",total_land,57254,14531,42723,0.2537988612,0.7462011388,25.4,74.6
790,47187,"Williamson County, Tennessee",total_land,68498,13962,54536,0.2038307688,0.7961692312,20.4,79.6
791,47181,"Wayne County, Tennessee",total_land,7287,7287,0,1,0,100,0
792,47183,"Weakley County, Tennessee",total_land,15495,10842,4653,0.6997095837,0.3002904163,70,30
793,47189,"Wilson County, Tennessee",total_land,45568,17597,27971,0.3861701194,0.6138298806,38.6,61.4
794,48025,"Bee County, Texas",total_land,10649,4354,6295,0.4088646821,0.5911353179,40.9,59.1
795,48027,"Bell County, Texas",total_land,125470,19035,106435,0.151709572,0.848290428,15.2,84.8
796,48031,"Blanco County, Texas",total_land,5532,5532,0,1,0,100,0
797,48035,"Bosque County, Texas",total_land,9623,8129,1494,0.8447469604,0.1552530396,84.5,15.5
798,48039,"Brazoria County, Texas",total_land,118336,26177,92159,0.2212090995,0.7787909005,22.1,77.9
799,48043,"Brewster County, Texas",total_land,5383,2302,3081,0.4276425785,0.5723574215,42.8,57.2
800,48045,"Briscoe County, Texas",total_land,953,953,0,1,0,100,0
801,48047,"Brooks County, Texas",total_land,3239,1120,2119,0.3457857363,0.6542142637,34.6,65.4
802,48029,"Bexar County, Texas",total_land,662872,28598,634274,0.04314256749,0.9568574325,4.3,95.7
803,48041,"Brazos County, Texas",total_land,77700,9337,68363,0.1201673102,0.8798326898,12,88
804,48033,"Borden County, Texas",total_land,385,385,0,1,0,100,0
805,48037,"Bowie County, Texas",total_land,38493,12967,25526,0.3368664432,0.6631335568,33.7,66.3
806,48051,"Burleson County, Texas",total_land,8832,7229,1603,0.8185009058,0.1814990942,81.9,18.1
807,48049,"Brown County, Texas",total_land,18287,8597,9690,0.4701153825,0.5298846175,47,53
808,48069,"Castro County, Texas",total_land,3166,1510,1656,0.4769425142,0.5230574858,47.7,52.3
809,48059,"Callahan County, Texas",total_land,6549,4896,1653,0.7475950527,0.2524049473,74.8,25.2
810,48053,"Burnet County, Texas",total_land,20870,12225,8645,0.5857690465,0.4142309535,58.6,41.4
811,48055,"Caldwell County, Texas",total_land,13759,6322,7437,0.4594810669,0.5405189331,45.9,54.1
812,48057,"Calhoun County, Texas",total_land,11410,6772,4638,0.593514461,0.406485539,59.4,40.6
813,48061,"Cameron County, Texas",total_land,141924,12324,129600,0.08683520758,0.9131647924,8.7,91.3
814,48063,"Camp County, Texas",total_land,5656,3735,1921,0.6603606789,0.3396393211,66,34
815,48065,"Carson County, Texas",total_land,2784,2654,130,0.9533045977,0.0466954023,95.3,4.7
816,48067,"Cass County, Texas",total_land,14379,10787,3592,0.7501912511,0.2498087489,75,25
817,48085,"Collin County, Texas",total_land,300960,15685,285275,0.05211656034,0.9478834397,5.2,94.8
818,48071,"Chambers County, Texas",total_land,13291,6645,6646,0.4999623806,0.5000376194,50,50
819,48073,"Cherokee County, Texas",total_land,20859,14246,6613,0.6829665852,0.3170334148,68.3,31.7
820,48075,"Childress County, Texas",total_land,2883,588,2295,0.2039542144,0.7960457856,20.4,79.6
821,48077,"Clay County, Texas",total_land,5150,3890,1260,0.7553398058,0.2446601942,75.5,24.5
822,48079,"Cochran County, Texas",total_land,1360,1360,0,1,0,100,0
823,48081,"Coke County, Texas",total_land,2667,2667,0,1,0,100,0
824,48083,"Coleman County, Texas",total_land,5543,3187,2356,0.5749594083,0.4250405917,57.5,42.5
825,48087,"Collingsworth County, Texas",total_land,1616,1616,0,1,0,100,0
826,48089,"Colorado County, Texas",total_land,10527,7135,3392,0.6777809442,0.3222190558,67.8,32.2
827,48091,"Comal County, Texas",total_land,47108,21856,25252,0.4639551669,0.5360448331,46.4,53.6
828,48093,"Comanche County, Texas",total_land,7223,5454,1769,0.7550879136,0.2449120864,75.5,24.5
829,48095,"Concho County, Texas",total_land,1637,1637,0,1,0,100,0
830,48097,"Cooke County, Texas",total_land,16606,10147,6459,0.6110442009,0.3889557991,61.1,38.9
831,48103,"Crane County, Texas",total_land,1632,190,1442,0.1164215686,0.8835784314,11.6,88.4
832,48099,"Coryell County, Texas",total_land,25178,6551,18627,0.2601874652,0.7398125348,26,74
833,18171,"Warren County, Indiana",total_land,3680,2810,870,0.7635869565,0.2364130435,76.4,23.6
834,18173,"Warrick County, Indiana",total_land,24203,7007,17196,0.2895095649,0.7104904351,29,71
835,18175,"Washington County, Indiana",total_land,12220,9207,3013,0.7534369885,0.2465630115,75.3,24.7
836,18177,"Wayne County, Indiana",total_land,31242,9434,21808,0.3019653031,0.6980346969,30.2,69.8
837,18179,"Wells County, Indiana",total_land,11659,5544,6115,0.4755124796,0.5244875204,47.6,52.4
838,18181,"White County, Indiana",total_land,12970,8527,4443,0.6574402467,0.3425597533,65.7,34.3
839,18183,"Whitley County, Indiana",total_land,14281,10046,4235,0.7034521392,0.2965478608,70.3,29.7
840,19001,"Adair County, Iowa",total_land,3698,3698,0,1,0,100,0
841,19017,"Bremer County, Iowa",total_land,9915,6697,3218,0.6754412506,0.3245587494,67.5,32.5
842,19005,"Allamakee County, Iowa",total_land,7617,5755,1862,0.7555468032,0.2444531968,75.6,24.4
843,19003,"Adams County, Iowa",total_land,2010,2010,0,1,0,100,0
844,19013,"Black Hawk County, Iowa",total_land,55887,7376,48511,0.1319806037,0.8680193963,13.2,86.8
845,19011,"Benton County, Iowa",total_land,11095,8903,2192,0.8024335286,0.1975664714,80.2,19.8
846,19009,"Audubon County, Iowa",total_land,2972,2972,0,1,0,100,0
847,19007,"Appanoose County, Iowa",total_land,6633,3831,2802,0.5775667119,0.4224332881,57.8,42.2
848,19015,"Boone County, Iowa",total_land,11756,5660,6096,0.4814562776,0.5185437224,48.1,51.9
849,19019,"Buchanan County, Iowa",total_land,8968,5972,2996,0.6659232828,0.3340767172,66.6,33.4
850,19035,"Cherokee County, Iowa",total_land,5777,3483,2294,0.6029080838,0.3970919162,60.3,39.7
851,19021,"Buena Vista County, Iowa",total_land,8237,4127,4110,0.5010319291,0.4989680709,50.1,49.9
852,19023,"Butler County, Iowa",total_land,6682,6682,0,1,0,100,0
853,19025,"Calhoun County, Iowa",total_land,5108,5108,0,1,0,100,0
854,19027,"Carroll County, Iowa",total_land,9376,4728,4648,0.5042662116,0.4957337884,50.4,49.6
855,19029,"Cass County, Iowa",total_land,6591,3489,3102,0.5293582157,0.4706417843,52.9,47.1
856,19031,"Cedar County, Iowa",total_land,8064,6616,1448,0.8204365079,0.1795634921,82,18
857,19033,"Cerro Gordo County, Iowa",total_land,22163,4127,18036,0.186211253,0.813788747,18.6,81.4
858,19047,"Crawford County, Iowa",total_land,6943,4003,2940,0.5765519228,0.4234480772,57.7,42.3
859,19037,"Chickasaw County, Iowa",total_land,5679,4116,1563,0.7247754886,0.2752245114,72.5,27.5
860,19039,"Clarke County, Iowa",total_land,4086,1959,2127,0.4794419971,0.5205580029,47.9,52.1
861,19041,"Clay County, Iowa",total_land,8062,2759,5303,0.3422227735,0.6577772265,34.2,65.8
862,19043,"Clayton County, Iowa",total_land,8999,8648,351,0.9609956662,0.03900433381,96.1,3.9
863,19045,"Clinton County, Iowa",total_land,21733,6637,15096,0.3053881194,0.6946118806,30.5,69.5
864,38005,"Benson County, North Dakota",total_land,2950,2950,0,1,0,100,0
865,38009,"Bottineau County, North Dakota",total_land,4341,4341,0,1,0,100,0
866,38007,"Billings County, North Dakota",total_land,484,484,0,1,0,100,0
867,38015,"Burleigh County, North Dakota",total_land,35754,5519,30235,0.1543603513,0.8456396487,15.4,84.6
868,38017,"Cass County, North Dakota",total_land,67938,6323,61615,0.0930701522,0.9069298478,9.3,90.7
869,38031,"Foster County, North Dakota",total_land,1801,1801,0,1,0,100,0
870,38021,"Dickey County, North Dakota",total_land,2636,2636,0,1,0,100,0
871,38023,"Divide County, North Dakota",total_land,1324,1324,0,1,0,100,0
872,38025,"Dunn County, North Dakota",total_land,2132,2132,0,1,0,100,0
873,38027,"Eddy County, North Dakota",total_land,1323,1323,0,1,0,100,0
874,38029,"Emmons County, North Dakota",total_land,2085,2085,0,1,0,100,0
875,48101,"Cottle County, Texas",total_land,968,968,0,1,0,100,0
876,48105,"Crockett County, Texas",total_land,1866,635,1231,0.3403001072,0.6596998928,34,66
877,48107,"Crosby County, Texas",total_land,2902,2902,0,1,0,100,0
878,48119,"Delta County, Texas",total_land,2458,2458,0,1,0,100,0
879,38033,"Golden Valley County, North Dakota",total_land,967,967,0,1,0,100,0
880,38035,"Grand Forks County, North Dakota",total_land,29344,4847,24497,0.1651785714,0.8348214286,16.5,83.5
881,38037,"Grant County, North Dakota",total_land,1690,1690,0,1,0,100,0
882,38039,"Griggs County, North Dakota",total_land,1461,1461,0,1,0,100,0
883,38041,"Hettinger County, North Dakota",total_land,1414,1414,0,1,0,100,0
884,38047,"Logan County, North Dakota",total_land,1144,1144,0,1,0,100,0
885,38051,"McIntosh County, North Dakota",total_land,1858,1858,0,1,0,100,0
886,38053,"McKenzie County, North Dakota",total_land,3090,3090,0,1,0,100,0
887,48109,"Culberson County, Texas",total_land,1137,1137,0,1,0,100,0
888,48111,"Dallam County, Texas",total_land,2827,706,2121,0.2497347011,0.7502652989,25,75
889,48113,"Dallas County, Texas",total_land,943257,5925,937332,0.006281427013,0.993718573,0.6,99.4
890,48115,"Dawson County, Texas",total_land,5220,1008,4212,0.1931034483,0.8068965517,19.3,80.7
891,48117,"Deaf Smith County, Texas",total_land,7077,1412,5665,0.1995195704,0.8004804296,20,80
892,48131,"Duval County, Texas",total_land,5523,3910,1613,0.7079485787,0.2920514213,70.8,29.2
893,48121,"Denton County, Texas",total_land,256139,17956,238183,0.0701025615,0.9298974385,7,93
894,48123,"DeWitt County, Texas",total_land,9176,5435,3741,0.5923060157,0.4076939843,59.2,40.8
895,48125,"Dickens County, Texas",total_land,1282,1282,0,1,0,100,0
896,48127,"Dimmit County, Texas",total_land,4350,2005,2345,0.4609195402,0.5390804598,46.1,53.9
897,48129,"Donley County, Texas",total_land,2142,2142,0,1,0,100,0
898,48147,"Fannin County, Texas",total_land,14191,10859,3332,0.7652032979,0.2347967021,76.5,23.5
899,48139,"Ellis County, Texas",total_land,54365,17596,36769,0.3236641221,0.6763358779,32.4,67.6
900,48137,"Edwards County, Texas",total_land,1606,1606,0,1,0,100,0
901,48141,"El Paso County, Texas",total_land,270307,6125,264182,0.02265942058,0.9773405794,2.3,97.7
902,48133,"Eastland County, Texas",total_land,10258,6865,3393,0.6692337688,0.3307662312,66.9,33.1
903,48135,"Ector County, Texas",total_land,53027,4556,48471,0.08591849435,0.9140815056,8.6,91.4
904,48143,"Erath County, Texas",total_land,16987,8051,8936,0.4739506682,0.5260493318,47.4,52.6
905,48145,"Falls County, Texas",total_land,7724,5173,2551,0.6697307095,0.3302692905,67,33
906,48159,"Franklin County, Texas",total_land,5770,4332,1438,0.750779896,0.249220104,75.1,24.9
907,48149,"Fayette County, Texas",total_land,13868,10207,3661,0.7360109605,0.2639890395,73.6,26.4
908,48151,"Fisher County, Texas",total_land,2212,2212,0,1,0,100,0
909,48153,"Floyd County, Texas",total_land,3004,1629,1375,0.542276964,0.457723036,54.2,45.8
910,48155,"Foard County, Texas",total_land,789,789,0,1,0,100,0
911,48157,"Fort Bend County, Texas",total_land,197030,11929,185101,0.06054407958,0.9394559204,6.1,93.9
912,48173,"Glasscock County, Texas",total_land,580,580,0,1,0,100,0
913,48161,"Freestone County, Texas",total_land,9265,6300,2965,0.6799784134,0.3200215866,68,32
914,48163,"Frio County, Texas",total_land,5846,1878,3968,0.3212452959,0.6787547041,32.1,67.9
915,48165,"Gaines County, Texas",total_land,6301,3774,2527,0.5989525472,0.4010474528,59.9,40.1
916,48167,"Galveston County, Texas",total_land,132492,13797,118695,0.1041345893,0.8958654107,10.4,89.6
917,48169,"Garza County, Texas",total_land,2237,930,1307,0.4157353599,0.5842646401,41.6,58.4
918,48175,"Goliad County, Texas",total_land,3710,3710,0,1,0,100,0
919,48171,"Gillespie County, Texas",total_land,12778,7006,5772,0.5482861168,0.4517138832,54.8,45.2
920,48187,"Guadalupe County, Texas",total_land,50015,13759,36256,0.2750974708,0.7249025292,27.5,72.5
921,48177,"Gonzales County, Texas",total_land,8794,6149,2645,0.6992267455,0.3007732545,69.9,30.1
922,48179,"Gray County, Texas",total_land,10158,1578,8580,0.1553455405,0.8446544595,15.5,84.5
923,48181,"Grayson County, Texas",total_land,53727,23734,29993,0.4417518194,0.5582481806,44.2,55.8
924,48183,"Gregg County, Texas",total_land,49514,6821,42693,0.1377590177,0.8622409823,13.8,86.2
925,48185,"Grimes County, Texas",total_land,10917,8226,2691,0.7535037098,0.2464962902,75.4,24.6
926,48203,"Harrison County, Texas",total_land,27704,16035,11669,0.5787972856,0.4212027144,57.9,42.1
927,48189,"Hale County, Texas",total_land,13541,3576,9965,0.2640868474,0.7359131526,26.4,73.6
928,48191,"Hall County, Texas",total_land,1943,1943,0,1,0,100,0
929,48193,"Hamilton County, Texas",total_land,4566,3134,1432,0.6863775734,0.3136224266,68.6,31.4
930,48195,"Hansford County, Texas",total_land,2338,1002,1336,0.4285714286,0.5714285714,42.9,57.1
931,48197,"Hardeman County, Texas",total_land,2417,2417,0,1,0,100,0
932,48199,"Hardin County, Texas",total_land,22597,11964,10633,0.5294508121,0.4705491879,52.9,47.1
933,48201,"Harris County, Texas",total_land,1598698,18526,1580172,0.01158817988,0.9884118201,1.2,98.8
934,48211,"Hemphill County, Texas",total_land,1629,495,1134,0.3038674033,0.6961325967,30.4,69.6
935,48213,"Henderson County, Texas",total_land,39595,23932,15663,0.60441975,0.39558025,60.4,39.6
936,48205,"Hartley County, Texas",total_land,1946,850,1096,0.4367934224,0.5632065776,43.7,56.3
937,48207,"Haskell County, Texas",total_land,3443,2124,1319,0.6169038629,0.3830961371,61.7,38.3
938,48209,"Hays County, Texas",total_land,59417,19563,39854,0.3292492048,0.6707507952,32.9,67.1
939,19119,"Lyon County, Iowa",total_land,4848,4848,0,1,0,100,0
940,19099,"Jasper County, Iowa",total_land,16181,8623,7558,0.5329089673,0.4670910327,53.3,46.7
941,19101,"Jefferson County, Iowa",total_land,7594,3059,4535,0.4028180142,0.5971819858,40.3,59.7
942,19103,"Johnson County, Iowa",total_land,55967,9734,46233,0.1739239195,0.8260760805,17.4,82.6
943,19111,"Lee County, Iowa",total_land,16205,6456,9749,0.3983955569,0.6016044431,39.8,60.2
944,19113,"Linn County, Iowa",total_land,92251,10955,81296,0.1187521002,0.8812478998,11.9,88.1
945,19105,"Jones County, Iowa",total_land,8911,5283,3628,0.5928627539,0.4071372461,59.3,40.7
946,19107,"Keokuk County, Iowa",total_land,4931,4931,0,1,0,100,0
947,19109,"Kossuth County, Iowa",total_land,7486,4868,2618,0.6502805236,0.3497194764,65,35
948,19115,"Louisa County, Iowa",total_land,5002,5002,0,1,0,100,0
949,19117,"Lucas County, Iowa",total_land,4238,2326,1912,0.5488437942,0.4511562058,54.9,45.1
950,19131,"Mitchell County, Iowa",total_land,4850,3130,1720,0.6453608247,0.3546391753,64.5,35.5
951,19121,"Madison County, Iowa",total_land,6554,4343,2211,0.6626487641,0.3373512359,66.3,33.7
952,19123,"Mahaska County, Iowa",total_land,9766,4167,5599,0.4266844153,0.5733155847,42.7,57.3
953,19125,"Marion County, Iowa",total_land,13914,6530,7384,0.4693114848,0.5306885152,46.9,53.1
954,19127,"Marshall County, Iowa",total_land,16831,5904,10927,0.3507812964,0.6492187036,35.1,64.9
955,19129,"Mills County, Iowa",total_land,6109,3718,2391,0.6086102472,0.3913897528,60.9,39.1
956,19143,"Osceola County, Iowa",total_land,2990,1772,1218,0.5926421405,0.4073578595,59.3,40.7
957,19133,"Monona County, Iowa",total_land,4697,3330,1367,0.708963168,0.291036832,70.9,29.1
958,19135,"Monroe County, Iowa",total_land,3884,2224,1660,0.5726055613,0.4273944387,57.3,42.7
959,19137,"Montgomery County, Iowa",total_land,5239,2440,2799,0.4657377362,0.5342622638,46.6,53.4
960,19139,"Muscatine County, Iowa",total_land,17910,4647,13263,0.2594639866,0.7405360134,25.9,74.1
961,19141,"O'Brien County, Iowa",total_land,6649,4419,2230,0.6646112197,0.3353887803,66.5,33.5
962,19163,"Scott County, Iowa",total_land,71835,9170,62665,0.1276536507,0.8723463493,12.8,87.2
963,19145,"Page County, Iowa",total_land,7181,2437,4744,0.3393677761,0.6606322239,33.9,66.1
964,19147,"Palo Alto County, Iowa",total_land,4628,2913,1715,0.6294295592,0.3705704408,62.9,37.1
965,19149,"Plymouth County, Iowa",total_land,10550,6532,4018,0.6191469194,0.3808530806,61.9,38.1
966,19151,"Pocahontas County, Iowa",total_land,3794,3794,0,1,0,100,0
967,19153,"Polk County, Iowa",total_land,182262,7836,174426,0.04299305396,0.957006946,4.3,95.7
968,19155,"Pottawattamie County, Iowa",total_land,39330,10270,29060,0.2611238241,0.7388761759,26.1,73.9
969,19157,"Poweshiek County, Iowa",total_land,8949,5153,3796,0.5758185272,0.4241814728,57.6,42.4
970,19159,"Ringgold County, Iowa",total_land,2613,2613,0,1,0,100,0
971,19165,"Shelby County, Iowa",total_land,5542,3205,2337,0.578311079,0.421688921,57.8,42.2
972,19161,"Sac County, Iowa",total_land,5429,5429,0,1,0,100,0
973,19181,"Warren County, Iowa",total_land,18371,7794,10577,0.4242556203,0.5757443797,42.4,57.6
974,19167,"Sioux County, Iowa",total_land,12279,6542,5737,0.5327795423,0.4672204577,53.3,46.7
975,19169,"Story County, Iowa",total_land,36789,6306,30483,0.1714099323,0.8285900677,17.1,82.9
976,19171,"Tama County, Iowa",total_land,7766,5698,2068,0.7337110482,0.2662889518,73.4,26.6
977,19173,"Taylor County, Iowa",total_land,3107,3107,0,1,0,100,0
978,19175,"Union County, Iowa",total_land,5937,2282,3655,0.38436921,0.61563079,38.4,61.6
979,19177,"Van Buren County, Iowa",total_land,3670,3670,0,1,0,100,0
980,19179,"Wapello County, Iowa",total_land,16098,4926,11172,0.3060007454,0.6939992546,30.6,69.4
981,19193,"Woodbury County, Iowa",total_land,41484,7625,33859,0.1838058046,0.8161941954,18.4,81.6
982,19183,"Washington County, Iowa",total_land,9516,6494,3022,0.6824295923,0.3175704077,68.2,31.8
983,19185,"Wayne County, Iowa",total_land,3212,3212,0,1,0,100,0
984,19187,"Webster County, Iowa",total_land,17035,5888,11147,0.3456413267,0.6543586733,34.6,65.4
985,19189,"Winnebago County, Iowa",total_land,5194,3562,1632,0.6857912977,0.3142087023,68.6,31.4
986,19191,"Winneshiek County, Iowa",total_land,8721,5403,3318,0.6195390437,0.3804609563,62,38
987,38049,"McHenry County, North Dakota",total_land,2948,2948,0,1,0,100,0
988,38043,"Kidder County, North Dakota",total_land,1674,1674,0,1,0,100,0
989,19063,"Emmet County, Iowa",total_land,4758,1968,2790,0.4136191677,0.5863808323,41.4,58.6
990,19049,"Dallas County, Iowa",total_land,27260,8541,18719,0.3133162142,0.6866837858,31.3,68.7
991,19051,"Davis County, Iowa",total_land,3600,3600,0,1,0,100,0
992,19057,"Des Moines County, Iowa",total_land,18535,4698,13837,0.2534664149,0.7465335851,25.3,74.7
993,19053,"Decatur County, Iowa",total_land,3834,3834,0,1,0,100,0
994,19055,"Delaware County, Iowa",total_land,8028,5753,2275,0.7166168411,0.2833831589,71.7,28.3
995,19059,"Dickinson County, Iowa",total_land,12849,5086,7763,0.3958284691,0.6041715309,39.6,60.4
996,19061,"Dubuque County, Iowa",total_land,38951,9639,29312,0.2474647634,0.7525352366,24.7,75.3
997,19075,"Grundy County, Iowa",total_land,5530,5530,0,1,0,100,0
998,19065,"Fayette County, Iowa",total_land,9558,6639,2919,0.694601381,0.305398619,69.5,30.5
999,19067,"Floyd County, Iowa",total_land,7526,3765,3761,0.5002657454,0.4997342546,50,50
